school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_mat,traveltime_mat,studytime_mat,failures_mat,schoolsup_mat,famsup_mat,paid_mat,activities_mat,nursery,higher_mat,internet,romantic_mat,famrel_mat,freetime_mat,goout_mat,Dalc_mat,Walc_mat,health_mat,absences_mat,G1_mat,G2_mat,G3_mat,guardian_por,traveltime_por,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,higher_por,romantic_por,famrel_por,freetime_por,goout_por,Dalc_por,Walc_por,health_por,absences_por,G1_por,G2_por,G3_por,student_id
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16,mother,2,2,0,no,yes,no,yes,yes,yes,4,3,2,1,1,3,0,16,17,18,GP_M_16_U_GT3_T_1_0_other_other_reputation_yes_yes
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10,mother,1,2,0,no,yes,no,yes,yes,no,4,4,4,1,3,5,0,11,9,10,GP_M_17_U_LE3_T_4_4_teacher_other_reputation_yes_yes
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0,mother,1,2,0,no,no,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13,GP_F_16_U_GT3_T_1_3_at_home_services_home_no_yes
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9,mother,2,2,0,no,yes,no,yes,yes,no,4,4,5,1,1,4,0,14,14,15,GP_F_16_U_LE3_T_3_3_other_other_reputation_yes_yes
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9,mother,2,2,0,no,no,no,yes,yes,no,4,4,4,4,4,4,0,10,11,11,GP_M_17_U_LE3_T_4_3_teacher_other_course_yes_yes
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11,mother,2,2,0,no,no,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14,GP_F_16_U_GT3_T_2_2_services_other_reputation_no_yes
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6,father,1,2,0,no,no,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10,GP_M_17_U_GT3_T_3_3_other_other_reputation_no_yes
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9,mother,1,1,0,no,yes,no,yes,yes,yes,4,3,3,3,4,3,8,10,9,11,GP_M_16_R_GT3_T_4_2_teacher_services_other_yes_yes
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,mother,1,2,0,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,GP_M_17_U_GT3_T_4_3_other_other_course_yes_yes
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,mother,1,2,0,no,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11,GP_M_16_U_GT3_T_4_3_teacher_other_home_yes_yes
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17,father,1,2,0,no,yes,no,yes,yes,no,5,4,2,2,3,5,0,17,18,17,GP_F_17_U_GT3_T_2_4_services_services_reputation_yes_no
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,mother,1,2,0,no,yes,no,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,GP_F_17_U_LE3_T_3_3_other_other_reputation_yes_yes
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12,mother,1,2,0,no,yes,no,no,yes,no,1,2,2,1,2,1,8,14,15,16,GP_F_16_U_GT3_T_3_2_other_other_reputation_yes_yes
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,mother,1,2,0,no,yes,no,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,GP_M_17_U_GT3_T_3_3_services_services_other_yes_yes
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,mother,1,1,0,no,yes,no,yes,yes,yes,3,3,3,1,2,3,0,10,9,11,GP_M_16_U_GT3_T_1_2_services_services_other_yes_yes
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15,mother,1,2,0,no,no,no,yes,yes,yes,4,2,3,1,2,5,0,13,14,16,GP_M_16_U_LE3_T_2_1_other_other_course_yes_yes
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9,mother,1,2,0,no,yes,no,no,yes,yes,3,3,3,1,3,3,10,12,13,14,GP_F_17_U_GT3_A_3_3_health_other_reputation_no_yes
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10,mother,1,2,0,no,no,no,no,yes,no,3,1,3,1,5,3,6,9,9,10,GP_M_17_R_GT3_T_1_2_at_home_other_home_yes_no
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13,mother,1,2,0,no,no,no,no,yes,no,4,3,3,1,1,2,6,12,12,13,GP_F_16_U_GT3_T_2_3_services_services_course_yes_yes
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9,mother,1,2,0,no,no,no,yes,yes,no,5,3,3,1,1,3,0,12,11,12,GP_F_17_U_GT3_T_1_1_at_home_services_course_yes_yes
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8,other,2,2,0,no,no,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12,GP_M_17_U_GT3_T_1_2_at_home_services_other_no_yes
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10,mother,1,1,0,no,yes,no,yes,yes,no,4,3,2,3,4,5,0,11,10,10,GP_M_16_R_GT3_T_3_3_services_services_reputation_yes_yes
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14,father,2,1,0,no,no,no,no,yes,no,5,3,3,1,1,3,0,13,12,12,GP_M_16_U_GT3_T_2_3_other_other_home_yes_yes
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,father,1,2,0,no,no,no,yes,yes,yes,4,3,2,1,1,5,8,14,15,16,GP_F_17_U_LE3_T_2_4_services_services_course_yes_yes
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16,mother,1,1,0,no,no,no,no,yes,no,5,2,3,1,2,5,4,13,13,14,GP_M_17_U_GT3_T_4_4_services_teacher_home_yes_yes
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,father,3,1,0,no,yes,no,yes,yes,no,3,3,4,3,5,3,16,10,11,12,GP_M_16_R_LE3_T_3_3_teacher_other_home_yes_yes
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18,mother,2,1,1,no,yes,no,no,yes,no,4,2,4,2,3,2,30,14,15,16,GP_F_17_U_GT3_T_4_4_services_teacher_home_yes_yes
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10,mother,1,2,0,no,yes,no,no,yes,no,4,5,2,1,2,3,0,11,10,11,GP_F_16_U_LE3_T_4_4_teacher_teacher_reputation_yes_yes
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16,mother,1,2,0,no,yes,no,yes,yes,no,4,3,5,1,5,2,2,14,14,15,GP_F_16_U_GT3_T_4_3_health_other_home_yes_yes
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10,mother,1,2,0,yes,yes,no,yes,yes,no,4,4,3,1,3,4,4,11,12,12,GP_F_16_U_GT3_T_2_3_other_other_reputation_yes_no
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10,mother,1,2,0,no,yes,no,no,yes,no,4,4,4,1,3,1,0,14,15,15,GP_F_17_U_GT3_T_1_1_other_other_course_no_no
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6,mother,1,1,0,no,yes,no,no,yes,no,5,3,2,1,2,3,21,13,13,13,GP_F_17_R_GT3_T_2_2_other_other_reputation_yes_yes
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11,mother,2,4,0,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13,GP_F_16_R_GT3_T_2_2_services_services_reputation_no_yes
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9,mother,1,3,1,no,yes,yes,no,yes,yes,4,4,3,3,4,5,14,8,9,8,GP_F_17_U_GT3_T_3_4_at_home_services_home_yes_yes
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7,mother,1,2,0,no,yes,no,no,yes,no,2,3,3,2,2,4,2,11,11,12,GP_F_16_U_GT3_A_3_1_services_other_course_yes_yes
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13,mother,1,2,0,no,no,no,yes,yes,yes,1,3,2,1,1,1,4,14,15,15,GP_F_16_U_GT3_T_4_3_teacher_other_other_yes_yes
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10,mother,2,1,0,no,yes,no,no,yes,no,4,3,2,1,4,5,2,12,13,13,GP_F_16_U_GT3_T_1_1_at_home_other_home_yes_no
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7,mother,2,3,0,no,yes,no,yes,yes,yes,4,4,2,1,1,4,0,11,12,12,GP_F_17_R_GT3_T_4_3_teacher_other_reputation_yes_yes
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8,other,1,4,0,no,yes,no,yes,yes,no,4,3,3,1,2,3,4,12,12,12,GP_F_19_U_GT3_T_3_3_other_other_reputation_yes_yes
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13,mother,1,2,0,no,yes,no,no,yes,yes,5,3,5,4,5,3,15,13,12,12,GP_M_17_U_LE3_T_4_4_services_other_home_yes_yes
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14,mother,1,2,0,yes,yes,no,no,yes,no,3,3,4,1,1,4,0,13,13,13,GP_F_16_U_GT3_A_2_2_other_other_reputation_yes_yes
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8,mother,1,2,0,no,yes,no,yes,yes,no,4,4,4,2,4,5,10,12,11,11,GP_M_18_U_GT3_T_2_2_services_other_home_yes_yes
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10,mother,1,1,0,no,yes,no,no,yes,no,5,2,1,1,2,3,6,12,11,11,GP_F_17_R_LE3_T_4_4_services_other_other_yes_no
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15,mother,2,2,0,no,no,no,no,yes,no,4,4,4,1,3,1,2,14,16,15,GP_F_17_U_LE3_T_3_2_other_other_reputation_yes_yes
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4,mother,1,2,0,no,no,no,no,yes,yes,3,4,5,2,4,1,16,11,9,10,GP_F_17_U_GT3_T_4_3_other_other_reputation_yes_yes
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8,father,1,2,0,no,yes,no,no,yes,no,3,2,4,2,4,4,10,10,10,10,GP_M_18_U_LE3_T_3_3_services_health_home_yes_yes
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8,father,2,1,0,no,yes,no,no,yes,no,3,3,3,1,4,3,4,12,13,13,GP_F_17_U_GT3_T_2_3_at_home_other_home_yes_no
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10,mother,1,3,0,no,yes,no,yes,yes,no,4,3,3,1,1,4,0,12,12,13,GP_F_17_U_GT3_T_2_2_at_home_at_home_course_yes_yes
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6,mother,2,2,0,no,yes,no,yes,yes,no,4,2,5,1,2,5,0,11,10,11,GP_F_17_R_GT3_T_2_1_at_home_services_reputation_yes_yes
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,4,1,1,5,12,12,12,12,GP_F_17_U_GT3_T_1_1_at_home_other_reputation_yes_no
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17,mother,1,2,0,yes,no,no,no,yes,no,2,3,1,1,1,3,0,13,13,14,GP_F_16_U_GT3_T_2_3_services_teacher_other_yes_yes
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13,mother,2,2,3,no,yes,yes,no,yes,no,3,3,3,5,5,4,9,10,9,10,GP_M_18_U_GT3_T_2_2_other_other_home_yes_yes
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14,mother,1,3,0,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16,GP_F_16_U_GT3_T_4_4_teacher_services_home_no_yes
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,mother,1,2,0,no,no,no,yes,yes,yes,5,3,3,1,1,4,4,8,8,8,GP_F_18_R_GT3_T_3_1_other_other_reputation_yes_yes
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15,mother,1,2,0,no,no,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17,GP_F_17_U_GT3_T_3_2_other_other_course_no_yes
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12,father,1,2,0,no,yes,no,no,yes,no,5,3,3,1,3,3,0,10,11,11,GP_M_17_U_LE3_T_2_3_services_services_reputation_no_yes
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9,mother,4,2,0,yes,yes,no,yes,yes,yes,4,3,2,4,5,3,2,9,10,11,GP_M_18_U_LE3_T_2_1_at_home_other_course_yes_yes
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12,mother,2,3,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,0,15,15,16,GP_F_17_U_GT3_A_2_1_other_other_course_yes_yes
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,father,1,2,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,0,14,12,12,GP_F_17_U_LE3_T_4_3_health_other_reputation_yes_yes
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11,father,2,2,0,no,yes,no,yes,yes,no,4,5,2,1,1,1,0,12,13,13,GP_M_17_R_GT3_T_2_2_other_other_course_yes_yes
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9,mother,1,2,0,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,0,13,13,13,GP_M_17_U_GT3_T_4_4_teacher_teacher_reputation_yes_yes
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13,father,1,2,0,no,yes,no,yes,yes,no,4,2,4,2,4,1,0,13,13,14,GP_M_16_U_GT3_T_4_4_health_other_reputation_yes_yes
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6,mother,2,2,0,no,yes,no,no,yes,no,3,4,2,1,1,5,2,9,9,9,GP_M_16_U_LE3_T_1_1_other_other_home_yes_yes
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10,mother,2,3,0,no,no,no,yes,yes,yes,5,3,3,1,3,2,0,12,12,12,GP_M_16_U_GT3_T_3_2_at_home_other_reputation_yes_yes
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13,father,1,2,0,no,no,no,yes,yes,yes,4,4,2,5,5,4,0,16,16,16,GP_M_17_U_LE3_T_2_2_other_other_home_no_yes
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12,mother,1,1,0,no,no,no,no,yes,yes,4,5,2,1,1,5,4,9,10,10,GP_F_16_U_GT3_T_2_1_other_other_home_yes_yes
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11,mother,3,2,0,no,no,no,yes,yes,no,2,1,1,1,1,3,2,13,13,13,GP_F_17_R_GT3_T_2_1_at_home_services_course_yes_no
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0,father,1,2,0,no,no,no,no,no,no,5,5,4,3,5,2,16,8,7,8,GP_M_18_U_GT3_T_2_2_other_services_reputation_yes_yes
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12,mother,2,2,0,no,no,no,yes,yes,yes,2,5,5,1,4,5,8,15,15,15,GP_M_17_U_LE3_T_4_3_health_other_course_yes_yes
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12,mother,2,2,0,no,yes,no,no,yes,no,3,3,3,2,3,4,0,12,12,12,GP_M_17_R_LE3_A_4_4_teacher_other_course_yes_yes
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0,mother,1,1,0,no,no,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15,GP_M_16_U_LE3_T_4_3_teacher_other_course_no_yes
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,mother,1,3,0,no,yes,no,yes,yes,no,5,3,3,1,3,5,0,15,13,13,GP_M_16_U_GT3_T_4_4_services_services_course_yes_yes
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,mother,1,1,0,no,no,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15,GP_M_16_U_GT3_T_4_4_services_services_course_yes_yes
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0,other,2,3,0,no,yes,no,no,yes,yes,4,4,4,1,1,3,10,12,10,11,GP_F_18_U_GT3_T_2_1_other_other_course_no_yes
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18,mother,3,1,0,no,no,no,no,yes,no,4,3,3,1,1,4,7,15,16,16,GP_M_16_U_GT3_T_2_1_other_other_course_yes_yes
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13,father,2,1,0,no,no,no,no,yes,no,5,2,2,1,1,2,2,9,12,13,GP_M_17_U_GT3_T_2_3_other_other_course_yes_yes
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,mother,1,1,3,no,no,no,no,no,yes,5,4,5,5,5,1,12,7,8,5,GP_M_22_U_GT3_T_3_1_services_services_other_no_yes
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5,mother,1,2,0,no,yes,no,no,yes,yes,4,3,3,1,3,5,8,10,9,10,GP_M_18_R_LE3_T_3_3_other_services_course_yes_yes
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15,mother,1,1,0,no,no,no,no,yes,no,4,3,2,2,4,5,0,11,12,11,GP_M_16_U_GT3_T_0_2_other_other_other_no_yes
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8,mother,2,1,0,no,no,no,no,no,no,4,4,5,2,4,5,8,7,8,7,GP_M_18_U_GT3_T_3_2_services_other_course_yes_yes
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10,other,3,2,1,yes,yes,no,no,yes,no,5,3,3,1,3,2,4,9,11,10,GP_M_16_U_GT3_T_3_3_at_home_other_reputation_no_yes
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,mother,1,1,2,no,no,no,no,no,no,3,2,5,2,5,5,4,7,8,6,GP_M_18_U_GT3_T_2_1_services_services_other_no_yes
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8,mother,2,1,0,no,no,no,yes,yes,no,3,3,2,1,3,3,2,14,13,12,GP_M_16_R_GT3_T_2_1_other_other_course_no_no
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,mother,1,1,0,no,no,no,no,yes,no,4,4,2,2,4,5,0,12,12,13,GP_M_17_R_GT3_T_2_1_other_other_course_no_yes
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,mother,2,1,1,no,yes,no,yes,yes,no,4,4,4,1,2,5,0,9,10,10,GP_M_17_U_LE3_T_1_1_health_other_course_yes_yes
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,mother,1,4,0,no,yes,no,yes,yes,no,4,2,3,1,1,4,2,14,15,17,GP_F_17_U_LE3_T_4_2_teacher_services_reputation_yes_yes
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11,mother,1,2,0,no,yes,no,no,yes,no,4,3,1,1,1,1,4,11,13,14,GP_M_19_U_LE3_A_4_3_services_at_home_reputation_yes_yes
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,mother,1,2,0,no,no,no,yes,yes,no,5,2,4,1,2,4,2,16,16,16,GP_M_18_U_GT3_T_2_1_other_other_home_yes_yes
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,father,1,4,0,no,no,no,yes,yes,yes,3,4,1,1,1,2,2,10,11,12,GP_F_17_U_LE3_T_2_2_services_services_course_yes_yes
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18,father,1,2,0,no,yes,no,no,yes,yes,3,1,2,1,3,2,2,15,15,15,GP_F_18_U_GT3_T_4_3_services_other_home_yes_yes
